image_name,image_path,retrieved_captions,retrieved_scores,raw_rag,answer_rag,raw_no_rag,answer_no_rag
8091220380.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/8091220380.jpg,"[' Two women dressed as belly dancers performing .', ' Two women on the beach , one with a violin and the other is dancing .', ' Ladies dancing in Latino dance-wear , on a road .', ' Two women are dancing in the street with vividly colored dresses .', ' Five women and one man are wearing multicolored skirts dancing under a grooved structure .']","[0.31705448031425476, 0.3112381100654602, 0.31074097752571106, 0.31039103865623474, 0.30418679118156433]",Two women are dancing in the street with vividly colored dresses.,Two women are dancing in the street with vividly colored dresses.,Two women dressed in colorful costumes dance on a wet ground.,Two women dressed in colorful costumes dance on a wet ground.
3599568766.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3599568766.jpg,"[' A dog running up a sandy hill', ' A dog runs overtop the dry earth .', ' A white dog running on a dirt field', ' A dog is running away with a sandal in its mouth .', ' A black and white dog is sliding down a sandy hill .']","[0.33599933981895447, 0.32347211241722107, 0.32313817739486694, 0.3183441162109375, 0.3165625333786011]",A white dog is running on a dirt field.,A white dog is running on a dirt field.,A white dog with a black collar is running on a sandy beach.,A white dog with a black collar is running on a sandy beach.
81370406.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/81370406.jpg,"[' A blond woman approaches an ATM .', ' A woman in a security booth is handing a card to the photographer of this photo .', ' It looks like the girl went shopping and got something from the AVEDA store .', ' A woman on a cellphone stands in an occupied room .', ' A blond woman with bangs looks at her receipt next to an ATM .']","[0.3093699514865875, 0.3093007504940033, 0.30776625871658325, 0.29416874051094055, 0.2928875684738159]",A blond woman with bangs looks at her receipt next to an ATM.,A blond woman with bangs looks at her receipt next to an ATM.,"A woman with blonde hair is standing in a room with a large window and a sign that says ""Hawk and Fish","A woman with blonde hair is standing in a room with a large window and a sign that says ""Hawk and Fish"
3367399.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/3367399.jpg,"[' A man in a jacket is standing in a gas station , next to a car and lights are shining in the distance .', ' A man is standing on a car .', ' A person wearing jeans and an orange jacket walks by a lighted building and parking structure .', ' A man stands at a traffic light , waiting to cross the street .', ' A man in a green jacket is standing near cars .']","[0.37282243371009827, 0.30018141865730286, 0.2952454388141632, 0.2920636534690857, 0.2916150987148285]","A man in a jacket is standing in a gas station, next to a car and lights are shining in the distance","A man in a jacket is standing in a gas station, next to a car and lights are shining in the distance",A man is walking past a gas station with a car behind him.,A man is walking past a gas station with a car behind him.
1998457059.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/1998457059.jpg,"[' A surfer on a yellow surfboard is splashing up water onto another surfer .', ' The surfer passes a fellow surfer while paddling into the surf .', ' Several people are surfing on a wave in the sea .', ' Multiple surfers are out in the ocean waiting for a wave .', ' Man boogie boarding on wave .']","[0.3186664879322052, 0.31735527515411377, 0.3170420527458191, 0.3153853714466095, 0.31387272477149963]",A man on a yellow surfboard is passing another surfer on a wave.,A man on a yellow surfboard is passing another surfer on a wave.,A person in a wetsuit is surfing a wave with other people watching from the shore.,A person in a wetsuit is surfing a wave with other people watching from the shore.
87761964.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/87761964.jpg,"[' A group of people in black standing on a dock nearby a long structure .', ' A small group of people wearing coolie hats and standing at the edge of a body of water working .', ' A couple sits on a rocky pier made of wood blocks and chains .', ' A group of fisherman relaxing by the pier after a hard day of fishing .', ' Three people standing on a rocky shore throw rocks into a large body of water .']","[0.31054961681365967, 0.3103910982608795, 0.3061284124851227, 0.303341805934906, 0.3025040924549103]",A group of people in black standing on a dock nearby a long structure.,A group of people in black standing on a dock nearby a long structure.,A group of people stand on a raft made of bricks and other objects in the water.,A group of people stand on a raft made of bricks and other objects in the water.
4388402668.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4388402668.jpg,"[' A small , child on her hands and knees , appears to be wiping tiles with a cloth .', ' A young girl cleans the ground with a rag .', ' A lady in a sweatshirt sits on the floor and folds her laundry .', ' A young girl cleaning up .', ' A native American girl is making a blanket .']","[0.34299492835998535, 0.33097144961357117, 0.32261922955513, 0.32155030965805054, 0.32100048661231995]",A young girl in a pink sweatshirt is folding clothes on the floor.,A young girl in a pink sweatshirt is folding clothes on the floor.,A girl in a pink sweatshirt is folding clothes on the floor.,A girl in a pink sweatshirt is folding clothes on the floor.
2109280562.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/2109280562.jpg,"[' A man wearing a grass skirt , is standing in the grass among a group of pigs on their backs near the coast .', ' A girl and some ducks walk towards the water .', ' An Indian woman holds a child while looking at a large group of birds on the ground .', ' A person is feeding a flock seagulls in a park .', ' Children are led in a cultural ceremony by the water .']","[0.3535606861114502, 0.3100842237472534, 0.2891404330730438, 0.2873944938182831, 0.28018155694007874]","A man wearing a grass skirt, is standing in the grass among a group of pigs on their backs near","A man wearing a grass skirt, is standing in the grass among a group of pigs on their backs near",A man is standing in front of a herd of cows by the water.,A man is standing in front of a herd of cows by the water.
55473406.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/55473406.jpg,"[' A person in red snow gear is kneeling on a snowy ridge under a blue sky .', ' The climber is wearing a red jacket as he climbs the ice .', ' A skier pauses on a mountaintop .', ' A person wearing a red jacket climbs a snowy hill .', ' a lone climber on a snowy moutainside .']","[0.3211182951927185, 0.31266099214553833, 0.31252169609069824, 0.31109097599983215, 0.30757516622543335]",A person in red snow gear is kneeling on a snowy ridge under a blue sky.,A person in red snow gear is kneeling on a snowy ridge under a blue sky.,A man in a red jacket stands on top of a snow-covered mountain.,A man in a red jacket stands on top of a snow-covered mountain.
4963468841.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4963468841.jpg,"[' A man in a black vest and a woman in a white jacket are running in a race .', ' Two men are racing and they are neck and neck .', ' People are jogging , wearing black and white t-shirts and shorts , with numbers on their shirts .', ' Men , with event numbers on their shirts , walk down a road .', ' Two men walking and smiling .']","[0.30221137404441833, 0.29808083176612854, 0.29496386647224426, 0.2901034951210022, 0.28724315762519836]",Two men wearing Nutrilite shirts are running a race.,Two men wearing Nutrilite shirts are running a race.,Two men wearing Nutrilite shirts are running a race.,Two men wearing Nutrilite shirts are running a race.
485921585.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/485921585.jpg,"[' A man is doing tricks on a bicycle on a ramp while a crowd watches nearby .', ' A boy on a bike descends a half pipe .', ' A bike is flying in the air without a rider on a half pipe .', ' A bike rider makes a jump on a halfpipe ramp .', ' A man is jumping his bicycle off of a ramp .']","[0.35730043053627014, 0.34150445461273193, 0.3344670236110687, 0.3330085575580597, 0.33290553092956543]",A man is jumping his bicycle off of a ramp.,A man is jumping his bicycle off of a ramp.,A person in a green shirt is performing a trick on a BMX bike in front of a crowd.,A person in a green shirt is performing a trick on a BMX bike in front of a crowd.
4826833243.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4826833243.jpg,"[' Children and their guardians chase pigeons .', ' A boy is running into the yard where all the pigeons are and scaring them off .', ' Group of pigeons flying in the air .', ' A man is laying down at the bottom of some stairs and is accompanied by pigeons and a tree .', ' A little boy is surrounded by many pigeons .']","[0.3225463330745697, 0.32206693291664124, 0.30912598967552185, 0.30860400199890137, 0.3025835156440735]",A flock of pigeons are flying in the air.,A flock of pigeons are flying in the air.,A flock of pigeons is flying and landing in a park.,A flock of pigeons is flying and landing in a park.
4069607034.jpg,/kaggle/input/datasets/hsankesara/flickr-image-dataset/flickr30k_images/flickr30k_images/4069607034.jpg,"[' Boys in uniform wait outside a building .', ' School children dressed in their uniforms look around at their surroundings in the classroom .', ' Three young men wearing blue jeans stand in front of a garage while having a conversation .', ' Several children are gathered around a door .', ' The juggler is entertaining the young boys on the sidewalk .']","[0.33232012391090393, 0.2951427400112152, 0.2948334515094757, 0.29464539885520935, 0.29060232639312744]",Several children are gathered around a door.,Several children are gathered around a door.,A group of schoolboys are standing outside a doorway talking to a man in a white shirt.,A group of schoolboys are standing outside a doorway talking to a man in a white shirt.
